865.771,495.013,0.852369,833.545,536.136,0.855209,830.412,536.201,0.834062,839.269,597.934,0.879922,871.737,644.941,0.849022,839.365,533.266,0.790642,842.318,594.937,0.268284,865.768,642.146,0.38914,830.453,645.015,0.841072,815.896,645.051,0.83955,827.594,721.567,0.85642,812.733,806.895,0.878855,836.308,644.978,0.863091,839.328,721.561,0.862173,827.537,801.026,0.813003,859.884,486.128,0.927526,0,0,0,836.514,495.015,0.870337,0,0,0,856.959,815.719,0.773883,854.098,812.707,0.729209,815.851,809.769,0.464063,839.437,815.841,0.663706,833.363,818.763,0.619113,806.939,812.724,0.807169,
865.768,495.018,0.851197,833.544,536.132,0.859006,827.584,536.172,0.831324,836.511,597.837,0.881837,871.705,644.905,0.853523,839.404,533.278,0.79057,845.241,592.095,0.257028,865.838,642.142,0.354658,830.482,645.006,0.848879,815.881,645.043,0.840684,827.569,718.821,0.860899,812.712,806.887,0.882381,836.355,644.968,0.864761,839.372,721.543,0.865883,827.599,798.181,0.8245,859.88,486.137,0.925684,0,0,0,836.51,497.83,0.871175,0,0,0,856.92,812.977,0.809702,854.075,810.016,0.764245,818.728,809.747,0.481583,839.344,815.82,0.668052,830.509,818.716,0.612327,806.935,812.71,0.810943,
863.002,497.835,0.85151,833.537,536.136,0.861307,827.532,536.17,0.83042,836.471,595.078,0.884408,871.682,642.181,0.853285,839.417,533.291,0.791569,848.147,592.091,0.27739,868.74,642.159,0.363392,830.505,645.003,0.852672,815.884,645.041,0.840076,827.568,721.542,0.858485,812.708,806.881,0.883284,836.386,644.966,0.862535,839.402,721.544,0.865455,830.401,798.149,0.83313,859.879,486.142,0.924791,0,0,0,836.509,497.836,0.8708,0,0,0,856.899,812.946,0.824451,854.057,809.987,0.776359,818.768,809.723,0.488833,839.304,815.797,0.675819,830.481,818.688,0.617211,806.939,812.699,0.8127,
865.772,497.833,0.851305,833.541,536.171,0.866567,824.644,536.212,0.829896,836.465,597.943,0.892064,877.622,642.151,0.869997,842.243,533.339,0.788001,848.191,592.116,0.27027,868.713,636.272,0.335512,830.528,645.092,0.878536,815.89,645.121,0.852884,827.599,721.572,0.864365,812.725,806.849,0.879658,836.409,645.079,0.888144,842.255,721.575,0.855382,830.415,798.105,0.8385,859.883,486.145,0.923905,0,0,0,836.508,497.843,0.870501,0,0,0,856.88,812.923,0.840149,854.053,809.962,0.790369,818.778,806.982,0.495718,839.278,815.755,0.682169,830.447,815.873,0.62521,806.963,809.996,0.823674,
865.764,497.841,0.852553,833.52,536.185,0.870755,824.56,536.22,0.831313,836.442,597.928,0.896476,880.367,642.141,0.875661,842.23,533.351,0.791535,851.023,594.953,0.294803,871.683,639.181,0.368931,830.512,645.077,0.881571,815.855,645.102,0.858717,827.582,721.567,0.86753,812.719,806.885,0.888246,836.414,645.069,0.895618,842.234,721.588,0.856603,830.444,795.242,0.847724,859.877,486.151,0.922704,0,0,0,836.503,497.849,0.871513,0,0,0,856.853,812.9,0.851753,854.04,809.932,0.800885,821.641,806.897,0.503068,836.51,815.762,0.681198,830.408,815.897,0.617488,806.967,810.01,0.824684,
865.764,497.841,0.852551,833.52,536.185,0.870766,824.56,536.22,0.831316,836.443,597.927,0.896441,880.366,642.141,0.875593,842.23,533.352,0.791538,851.023,594.954,0.295288,871.683,639.181,0.369659,830.511,645.077,0.881528,815.855,645.102,0.85879,827.582,721.567,0.867561,812.719,806.885,0.888229,836.414,645.069,0.895661,842.234,721.588,0.8566,830.444,795.242,0.847684,859.877,486.151,0.922703,0,0,0,836.503,497.849,0.871507,0,0,0,856.854,812.9,0.851674,854.04,809.932,0.800799,821.641,806.898,0.50305,836.51,815.762,0.681195,830.409,815.897,0.617533,806.966,810.01,0.824669,
865.764,497.841,0.852551,833.52,536.185,0.870766,824.56,536.22,0.831316,836.443,597.927,0.896441,880.366,642.141,0.875593,842.23,533.352,0.791538,851.023,594.954,0.295288,871.683,639.181,0.369659,830.511,645.077,0.881528,815.855,645.102,0.85879,827.582,721.567,0.867561,812.719,806.885,0.888229,836.414,645.069,0.895661,842.234,721.588,0.8566,830.444,795.242,0.847684,859.877,486.151,0.922703,0,0,0,836.503,497.849,0.871507,0,0,0,856.854,812.9,0.851674,854.04,809.932,0.800799,821.641,806.898,0.50305,836.51,815.762,0.681195,830.409,815.897,0.617533,806.966,810.01,0.824669,
865.764,497.841,0.852551,833.52,536.185,0.870766,824.56,536.22,0.831316,836.443,597.927,0.896441,880.366,642.141,0.875593,842.23,533.352,0.791538,851.023,594.954,0.295288,871.683,639.181,0.369659,830.511,645.077,0.881528,815.855,645.102,0.85879,827.582,721.567,0.867561,812.719,806.885,0.888229,836.414,645.069,0.895661,842.234,721.588,0.8566,830.444,795.242,0.847684,859.877,486.151,0.922703,0,0,0,836.503,497.849,0.871507,0,0,0,856.854,812.9,0.851674,854.04,809.932,0.800799,821.641,806.898,0.50305,836.51,815.762,0.681195,830.409,815.897,0.617533,806.966,810.01,0.824669,
865.764,497.841,0.852555,833.521,536.185,0.870681,824.56,536.22,0.831348,836.443,597.928,0.896548,880.366,642.142,0.875814,842.232,533.351,0.791319,851.026,594.948,0.290308,871.679,639.179,0.362019,830.514,645.077,0.88203,815.856,645.102,0.858572,827.582,721.568,0.867592,812.719,806.885,0.888432,836.417,645.068,0.895102,842.234,721.589,0.856703,830.444,795.242,0.847802,859.877,486.151,0.922717,0,0,0,836.503,497.85,0.871587,0,0,0,856.853,812.9,0.851638,854.04,809.931,0.800765,821.641,806.897,0.502758,836.51,815.761,0.681474,830.409,815.896,0.617814,806.967,810.01,0.824939,
865.771,497.878,0.852066,833.541,536.208,0.874627,821.732,536.227,0.829155,836.459,597.947,0.892786,880.367,642.154,0.874902,842.3,536.169,0.788297,851.043,594.984,0.304339,871.745,639.205,0.374816,830.529,645.086,0.886659,815.856,645.108,0.861387,827.59,721.576,0.868894,812.723,806.906,0.891407,836.436,645.082,0.893923,842.223,721.6,0.857538,830.444,795.257,0.846264,859.88,486.176,0.916499,0,0,0,836.479,497.842,0.874287,0,0,0,856.858,812.891,0.850843,854.046,809.922,0.799404,821.64,806.914,0.498626,836.519,815.785,0.688468,830.434,818.694,0.625053,806.968,812.699,0.823957,
