850.717,627.421,0.926998,815.515,662.774,0.854924,800.846,653.972,0.86952,786.128,706.927,0.838943,821.493,739.267,0.88682,830.32,668.518,0.927889,809.774,712.716,0.523558,827.331,739.14,0.480062,780.307,748.077,0.89156,762.695,745.2,0.849405,753.785,812.81,0.928202,739.069,880.427,0.873456,794.905,751.042,0.806751,786.08,812.891,0.897556,780.153,877.569,0.882755,839.101,624.366,0.912144,850.723,624.337,0.555481,824.338,624.548,0.916097,0,0,0,797.852,883.485,0.739951,797.887,880.636,0.752068,771.413,880.566,0.751531,756.809,886.389,0.851948,744.991,886.501,0.754922,738.992,883.395,0.800949
847.975,624.618,0.931383,818.484,665.579,0.86866,800.801,656.823,0.858404,786.19,709.837,0.847852,824.416,739.228,0.918756,833.333,668.573,0.900649,824.377,709.807,0.684831,836.195,736.25,0.628892,780.126,751.014,0.863309,759.767,748.07,0.86504,744.98,812.89,0.871469,739.07,880.461,0.895928,789.049,756.859,0.825822,783.275,812.945,0.927401,783.172,877.589,0.898165,836.212,621.642,0.914523,847.987,624.33,0.655602,824.276,624.566,0.901947,0,0,0,800.85,883.366,0.729867,800.88,880.564,0.745535,780.153,880.544,0.825877,756.758,886.394,0.891986,747.832,886.525,0.795537,739.066,883.425,0.794772
847.996,624.587,0.937857,818.496,665.604,0.872529,800.807,656.853,0.861902,786.103,709.818,0.867085,824.453,739.235,0.931328,833.347,668.585,0.900481,824.325,709.804,0.659663,836.138,736.272,0.607506,780.128,748.151,0.863523,759.765,745.255,0.869445,744.955,812.873,0.875135,739.064,880.456,0.898605,789.047,753.997,0.825337,783.325,812.916,0.926615,783.253,877.606,0.896239,836.222,621.622,0.909981,847.99,621.66,0.64269,821.509,624.58,0.897644,0,0,0,803.72,883.41,0.73992,803.75,880.585,0.75382,780.199,880.57,0.824157,756.754,886.39,0.89608,747.824,886.523,0.799247,739.057,883.424,0.801269
847.985,624.57,0.940563,818.499,665.603,0.872992,800.805,656.85,0.861805,786.097,709.817,0.867147,824.44,739.228,0.929412,836.122,668.59,0.900701,824.341,709.797,0.670805,836.16,736.239,0.622303,780.122,748.145,0.863696,759.755,745.251,0.872492,744.95,812.886,0.875381,739.061,880.444,0.89719,789.044,753.986,0.825364,783.323,812.913,0.928036,783.25,877.597,0.89679,836.208,621.609,0.912578,847.985,621.648,0.651039,821.505,624.576,0.898265,0,0,0,803.701,883.401,0.7302,803.737,880.577,0.744646,780.197,880.559,0.826089,756.771,886.373,0.89628,747.836,886.506,0.798709,739.044,883.413,0.80495
847.963,624.552,0.941174,818.5,665.601,0.872868,800.8,656.846,0.860858,786.105,709.81,0.86484,824.425,739.225,0.927573,836.13,668.591,0.9008,824.376,709.796,0.667204,836.158,736.223,0.607105,780.124,748.109,0.866512,759.75,745.215,0.878451,744.96,812.838,0.877833,739.07,880.411,0.887707,789.059,753.951,0.821892,783.312,812.884,0.931634,783.241,877.585,0.895159,836.179,621.596,0.916542,847.974,621.631,0.666458,821.503,624.576,0.898629,0,0,0,800.872,883.404,0.712487,803.696,880.591,0.728075,780.194,880.549,0.82232,756.792,883.624,0.895027,747.85,886.465,0.799424,739.045,883.384,0.800586
847.98,624.556,0.941052,818.523,665.607,0.872068,800.842,656.876,0.864462,786.08,709.775,0.864521,824.388,739.191,0.916713,836.133,668.583,0.897797,824.326,709.792,0.626441,833.307,736.251,0.568153,780.113,748.147,0.860961,759.743,745.254,0.871241,744.947,812.882,0.8747,739.051,880.427,0.890279,789.039,753.988,0.823874,783.306,812.906,0.929704,783.252,877.601,0.898076,836.191,621.6,0.915163,847.99,621.628,0.667983,821.508,624.583,0.894826,0,0,0,803.669,883.405,0.716764,803.71,880.587,0.73183,780.208,880.561,0.824207,756.794,883.627,0.892721,747.859,886.473,0.796217,739.02,883.388,0.797768
848,624.568,0.942426,818.552,665.626,0.875469,803.62,659.725,0.871074,786.086,706.924,0.863226,824.403,739.182,0.918376,833.343,668.595,0.894128,824.338,709.806,0.599852,836.159,736.24,0.535809,780.118,748.149,0.860316,759.753,745.256,0.868375,744.959,812.894,0.869478,739.048,880.424,0.886021,789.035,753.993,0.823658,783.293,812.91,0.928221,783.223,877.593,0.900585,836.212,621.618,0.913296,847.997,621.637,0.655015,824.296,624.605,0.89498,0,0,0,800.884,883.382,0.726106,803.674,880.576,0.739769,780.19,880.557,0.827,756.776,883.624,0.885093,747.847,886.471,0.790608,739.023,883.379,0.789669
847.956,624.581,0.940256,824.332,668.473,0.925128,803.78,662.697,0.904258,783.219,703.899,0.898531,821.446,736.267,0.859763,842.001,671.427,0.896525,827.437,712.742,0.738985,842.063,736.298,0.611167,777.312,751.028,0.847718,759.651,748.048,0.876947,750.829,812.941,0.880905,741.973,880.448,0.863164,786.19,756.876,0.839479,783.254,812.929,0.920062,783.138,877.612,0.895771,836.125,621.629,0.926327,850.723,621.673,0.789478,824.294,627.38,0.887649,0,0,0,800.87,883.421,0.734016,800.893,880.579,0.749755,780.1,880.572,0.788058,759.613,886.393,0.861505,750.812,886.509,0.781083,741.933,883.4,0.783446
847.968,624.614,0.938518,824.382,668.462,0.928434,803.875,662.686,0.903964,783.189,700.99,0.920235,821.428,736.237,0.859222,839.126,668.744,0.897459,827.413,712.71,0.690099,839.125,736.269,0.554328,777.313,748.161,0.845673,759.649,745.229,0.87964,750.846,812.93,0.883499,741.959,880.476,0.863123,786.187,754.009,0.834435,783.247,812.937,0.922015,783.119,877.621,0.8981,836.139,621.666,0.925526,850.721,624.355,0.781975,824.307,627.408,0.888416,0,0,0,800.848,883.427,0.730533,800.869,880.586,0.750508,780.097,880.578,0.787008,759.564,886.431,0.844702,750.768,886.532,0.755963,741.942,883.422,0.769224
847.992,624.64,0.936731,824.384,668.484,0.932224,803.847,662.687,0.901561,783.246,701.051,0.908199,824.297,736.336,0.875521,842.006,671.452,0.898355,830.18,715.558,0.741976,842.078,739.188,0.642907,777.276,748.159,0.842925,759.611,745.232,0.879125,750.864,812.957,0.885279,741.959,880.463,0.860783,786.161,754.005,0.837642,783.225,812.944,0.925165,783.123,877.595,0.89481,836.164,624.344,0.924489,850.731,624.376,0.778797,824.299,627.435,0.880163,0,0,0,800.857,883.422,0.743114,800.887,880.575,0.762211,780.099,880.56,0.787587,759.578,886.426,0.8497,750.775,886.534,0.759495,741.934,883.41,0.770066
