854.028,518.475,0.830282,827.51,550.716,0.886566,806.965,545.028,0.879049,806.835,603.921,0.865205,854.032,627.36,0.870287,845.185,550.885,0.886295,836.407,603.84,0.848635,859.853,630.426,0.758865,789.211,653.931,0.866189,768.793,653.874,0.817874,765.901,736.283,0.903918,768.799,809.774,0.870289,806.963,656.828,0.815401,804.014,736.296,0.838932,810.018,806.999,0.929788,842.354,506.832,0.836968,854.05,509.694,0.371218,827.516,506.758,0.886748,0,0,0,833.338,821.635,0.737432,833.531,812.883,0.828289,806.912,812.84,0.83646,792.257,824.59,0.82625,783.314,827.529,0.801015,768.754,812.836,0.829599,
854.036,515.585,0.829506,827.504,550.722,0.888336,806.963,545.035,0.879313,806.896,603.919,0.86922,856.834,624.624,0.867406,845.171,550.893,0.885499,836.385,603.848,0.851002,859.894,630.376,0.765013,789.19,653.928,0.866935,768.765,653.864,0.823005,765.895,736.289,0.906589,768.802,809.772,0.869293,806.939,656.833,0.813055,804.014,736.294,0.839055,810.018,806.997,0.929348,845.17,506.787,0.839928,854.042,509.647,0.334346,827.526,506.736,0.891308,0,0,0,833.337,821.633,0.737094,833.531,812.881,0.828021,806.913,812.838,0.835609,792.258,824.59,0.826069,783.315,827.529,0.80124,768.756,812.833,0.828966,
854.046,515.606,0.829539,827.504,550.725,0.889286,806.967,545.034,0.879734,806.962,603.847,0.885221,856.958,624.619,0.878575,845.181,550.897,0.884221,836.326,603.834,0.839937,859.946,627.51,0.758213,789.166,656.803,0.862496,768.74,653.915,0.823397,765.886,736.302,0.910742,768.805,809.769,0.868648,806.909,659.734,0.808693,804.019,736.307,0.842135,810.018,806.993,0.929996,845.186,506.797,0.837691,854.061,509.681,0.334636,827.535,506.736,0.893171,0,0,0,833.332,821.631,0.737455,833.528,812.88,0.829455,806.914,812.835,0.837957,792.253,824.589,0.827555,783.309,827.526,0.801179,768.762,812.829,0.828079,
854.056,515.612,0.827601,827.556,550.728,0.893604,807.007,545.042,0.88362,809.86,603.887,0.893632,859.818,624.572,0.858069,845.228,550.897,0.881464,836.279,603.877,0.825098,860.01,627.509,0.718272,789.163,656.802,0.863775,768.733,653.914,0.824687,765.879,736.312,0.912965,768.809,809.768,0.867455,806.914,659.736,0.809125,804.016,736.31,0.842545,810.022,806.99,0.929103,845.197,506.796,0.835423,854.084,509.71,0.345072,827.542,506.736,0.896579,0,0,0,833.327,821.63,0.736649,833.53,812.879,0.828731,806.919,812.832,0.838832,792.245,824.591,0.828698,783.302,827.525,0.80044,768.77,812.827,0.82552,
854.057,518.5,0.833331,827.544,550.718,0.890798,809.721,545.034,0.885426,809.866,603.89,0.89405,857.094,624.607,0.869885,845.193,550.872,0.882053,836.362,601.041,0.832037,862.876,624.605,0.706593,786.484,656.823,0.861479,768.713,653.929,0.826471,765.874,736.313,0.913727,768.809,809.763,0.86672,806.899,659.753,0.807135,804.012,736.317,0.843935,810.022,806.987,0.929393,845.207,506.834,0.833925,856.829,512.576,0.35506,827.542,506.744,0.89571,0,0,0,833.314,821.627,0.735876,833.523,812.878,0.82968,806.919,812.829,0.840957,792.233,824.589,0.830649,780.503,827.507,0.799979,768.774,812.821,0.824217,
853.993,521.397,0.830642,827.567,550.726,0.891978,809.729,547.818,0.890886,809.967,603.886,0.900053,859.902,624.512,0.864833,845.228,550.877,0.881809,836.266,603.852,0.805234,860.053,624.621,0.658598,789.187,653.933,0.865739,768.765,653.865,0.825345,765.877,736.274,0.905674,768.797,809.742,0.863048,806.932,656.85,0.810967,804.036,736.286,0.841386,810.025,807.007,0.931005,842.335,509.629,0.830423,854.099,512.649,0.430214,827.493,506.749,0.887187,0,0,0,833.338,821.646,0.739113,833.532,812.899,0.828162,806.914,812.845,0.840246,792.209,824.599,0.829664,780.483,827.503,0.797224,768.759,812.799,0.82701,
853.947,518.543,0.820932,827.557,550.714,0.886735,809.726,545.037,0.890477,812.86,603.885,0.905859,862.848,624.45,0.883169,845.201,550.868,0.877864,833.526,603.877,0.736035,859.887,627.44,0.600244,789.18,653.939,0.867816,768.772,653.858,0.825879,765.901,736.242,0.894862,768.779,807,0.858746,806.909,656.865,0.807743,806.857,736.288,0.846902,810.024,809.732,0.929663,842.273,506.863,0.838919,854.06,512.593,0.454335,824.633,506.745,0.886518,0,0,0,833.369,821.663,0.743743,833.542,812.916,0.828155,806.905,812.859,0.833293,792.221,824.604,0.825407,780.494,827.505,0.794192,768.736,812.788,0.827054,
853.963,512.669,0.815496,827.565,547.993,0.886257,806.993,545.014,0.886122,812.895,601.078,0.919836,862.958,621.647,0.88415,845.249,550.847,0.875088,833.571,603.907,0.694308,860.029,627.488,0.579033,789.183,653.974,0.864289,768.773,653.89,0.823553,765.908,736.218,0.888964,768.765,806.984,0.85641,806.917,659.735,0.809264,806.924,736.27,0.853358,810.029,809.755,0.931651,842.258,506.723,0.847153,853.977,506.883,0.36929,824.605,506.707,0.89266,0,0,0,833.438,821.69,0.757863,836.271,812.939,0.833552,806.895,812.886,0.839894,792.224,824.612,0.816,780.503,827.515,0.786868,768.721,812.791,0.824853,
853.974,512.611,0.815283,827.558,547.969,0.886803,806.979,544.989,0.881327,812.84,600.935,0.937417,860.065,624.361,0.889404,845.267,550.822,0.876749,836.275,603.821,0.719647,860.012,630.319,0.579926,789.194,653.882,0.870835,768.777,651.034,0.831451,768.652,733.382,0.876433,768.765,806.945,0.852245,806.949,656.793,0.816582,806.965,736.215,0.845903,810.028,809.758,0.930658,842.272,506.679,0.842647,853.939,506.863,0.314648,824.616,506.695,0.895249,0,0,0,833.439,821.689,0.757135,836.267,812.948,0.827541,806.886,812.885,0.836868,792.238,824.592,0.811826,783.313,827.514,0.784391,768.709,812.771,0.826547,
851.12,518.453,0.801318,827.547,547.971,0.878741,809.725,545,0.885688,815.728,601.03,0.911745,862.899,621.636,0.893395,845.178,550.805,0.869791,833.565,601.016,0.593581,859.913,627.462,0.515791,789.246,651.053,0.875831,771.621,650.983,0.830127,768.665,733.345,0.874517,768.756,806.937,0.855648,807.005,653.912,0.830744,806.882,736.242,0.84723,810.024,809.75,0.933496,842.22,506.805,0.841128,853.95,509.727,0.383862,824.549,506.732,0.886349,0,0,0,833.469,821.715,0.76268,836.29,812.955,0.833584,806.885,812.884,0.836505,792.242,824.621,0.807544,780.5,827.522,0.782593,768.683,812.76,0.836621,
